rank_overall,theologian,sermon_id,sermon_key,cluster,overall_score,n_scores,aesthetics.dramaturgy.b1_narrative_arc.score,aesthetics.dramaturgy.b2_integration_text_and_context.score,aesthetics.dramaturgy.b3_openness_vs_closedness.score,aesthetics.poetics.a1_imagery.score,aesthetics.poetics.a2_carefulness_and_precision.score,aesthetics.poetics.a3_musicality_and_rhythm.score,aristoteles.ethos.score,aristoteles.logos.score,aristoteles.orthodoxy_logos.score,aristoteles.orthopathy_pathos.score,aristoteles.orthopraxy_ethos.score,aristoteles.pathos.score,dekker.1_specific_bible_passage.score,dekker.2_exegesis_original_context.score,dekker.3_application_concrete_contemporary.score,dekker.4_interwoveness_exposition_application.score,dekker.5_three_parts_misery_redemption_gratitude.score,dekker.6_two_ways_seriousness_of_choice.score,dekker.7_christocentric_grace.score,dekker.8_depth_and_length.score,kolb.abstract_conceptualization.score,kolb.active_experimentation.score,kolb.concrete_experience.score,kolb.integrality.balance_between_phases.score,kolb.integrality.cycle_completeness.score,kolb.integrality.holistic_learning.score,kolb.reflective_observation.score,metaphor.coherentie.score,narrative.coherentie.score,schulz.appeal_aspect.score,schulz.factual_content.score,schulz.relational_aspect.score,schulz.self_revelation.score,transactional.adult.score,transactional.child.free_FC.score,transactional.child.freedom_AC.score,transactional.parent.freedom_CP.score,transactional.parent.nurturing_NP.score
506,rutledge,156,rutledge_156,2,6.2894736842105265,38,7,8,6,8,7,7,6,7,8,8,6,8,4,6,7,5,7,6,8,4,8,4,7,5,6,6,6,7,9,8,7,5,6,5,4,3,4,6
507,rutledge,191,rutledge_191,2,6.2894736842105265,38,7,8,6,7,8,6,7,6,8,8,7,8,5,6,6,5,7,6,5,4,8,4,7,6,6,6,6,7,10,7,6,6,5,5,6,3,4,7
508,rutledge,258,rutledge_258,6,6.2894736842105265,38,5,7,5,6,7,6,8,7,8,6,8,6,4,3,5,4,6,2,2,3,8,5,7,6,7,7,6,10,10,5,6,6,7,8,7,9,8,9
509,rutledge,292,rutledge_292,2,6.2894736842105265,38,7,8,6,6,8,7,7,7,8,6,7,6,6,5,4,5,7,6,8,4,8,5,6,6,7,7,7,7,10,8,7,5,6,7,2,3,4,6
510,rutledge,330,rutledge_330,2,6.2894736842105265,38,8,9,7,8,7,6,8,7,8,9,7,8,3,4,7,5,6,5,6,2,7,4,7,6,6,6,8,7,9,8,7,6,8,6,2,3,4,5
511,rutledge,334,rutledge_334,2,6.2894736842105265,38,7,8,6,6,8,7,6,7,8,6,5,6,7,6,7,6,8,5,8,4,8,4,6,5,6,6,7,7,10,8,7,6,6,6,2,3,4,7
512,taylor,156,taylor_156,5,6.2894736842105265,38,7,6,4,6,5,8,6,6,8,9,5,8,4,6,4,5,5,3,6,5,8,4,5,6,6,6,7,10,9,7,6,4,5,8,8,9,8,7
513,taylor,28,taylor_28,4,6.2894736842105265,38,6,7,5,8,7,7,7,6,7,8,7,8,4,3,5,4,5,2,6,4,7,5,7,6,6,7,6,7,7,5,6,6,7,7,8,9,8,9
514,taylor,90,taylor_90,3,6.2894736842105265,38,7,8,6,8,7,9,7,6,8,8,7,8,4,5,7,5,6,7,6,5,7,5,6,6,6,7,7,7,8,6,6,5,7,5,6,4,3,4
515,augustine,09,augustine_09,5,6.2631578947368425,38,6,7,5,8,7,8,5,8,9,6,5,6,3,2,4,5,4,2,6,3,8,5,7,5,6,6,6,10,9,6,7,5,6,9,8,9,8,9
516,augustine,22,augustine_22,5,6.2631578947368425,38,7,8,5,7,8,6,6,7,9,5,6,5,4,3,5,6,5,7,6,2,8,4,6,6,6,6,7,7,9,6,7,6,5,9,6,8,7,8
517,brueggemann,105,brueggemann_105,5,6.2631578947368425,38,7,8,6,6,7,6,6,7,8,5,6,6,6,5,6,4,5,3,5,2,7,5,6,6,6,6,8,4,7,8,7,5,6,9,8,9,9,8
518,brueggemann,124,brueggemann_124,5,6.2631578947368425,38,7,8,6,7,8,8,6,7,8,6,5,6,4,5,6,4,5,7,6,3,7,4,6,6,6,6,7,7,9,5,6,4,5,9,6,8,7,8
519,brueggemann,144,brueggemann_144,5,6.2631578947368425,38,7,8,6,7,8,8,6,7,8,6,5,6,4,3,6,5,7,4,7,4,8,5,6,6,6,7,7,7,9,7,7,5,6,6,8,5,4,7
520,brueggemann,165,brueggemann_165,5,6.2631578947368425,38,8,7,6,6,7,7,6,7,8,5,6,6,5,6,4,5,6,7,4,5,8,5,6,6,7,7,7,10,9,6,7,5,6,7,6,5,4,6
521,brueggemann,167,brueggemann_167,5,6.2631578947368425,38,7,8,8,6,8,7,6,8,8,4,6,5,4,5,6,5,6,7,5,4,8,5,4,5,6,6,7,7,7,7,7,5,6,9,5,7,8,6
522,brueggemann,31,brueggemann_31,5,6.2631578947368425,38,7,8,6,7,8,8,6,7,8,6,5,6,5,4,5,6,4,3,6,2,7,5,6,6,6,6,7,7,7,7,6,5,7,9,6,9,8,7
523,brueggemann,87,brueggemann_87,5,6.2631578947368425,38,7,8,6,6,7,8,6,7,8,5,7,6,4,5,6,5,6,4,6,3,8,6,5,5,6,6,7,7,7,5,6,7,5,9,6,8,7,8
524,rutledge,139,rutledge_139,3,6.2631578947368425,38,7,8,6,8,7,8,7,6,8,9,7,8,5,4,6,7,6,7,8,3,7,5,7,6,6,6,8,7,10,8,7,5,6,5,1,2,3,4
525,rutledge,166,rutledge_166,2,6.2631578947368425,38,6,8,7,6,8,7,7,7,8,5,7,6,4,3,7,5,8,6,7,4,8,4,6,6,6,6,7,7,10,8,7,6,6,6,5,3,4,7
526,rutledge,245,rutledge_245,5,6.2631578947368425,38,7,8,5,6,7,6,5,6,7,6,5,7,4,5,7,4,6,5,6,4,8,4,7,6,6,6,6,7,9,8,6,5,7,9,4,9,8,7
527,rutledge,346,rutledge_346,6,6.2631578947368425,38,8,8,6,7,8,7,7,7,9,6,7,6,4,3,6,5,7,6,7,5,8,4,6,5,6,6,8,10,10,8,7,5,6,5,2,3,4,6
528,solle,12,solle_12,3,6.2631578947368425,38,7,8,6,8,7,8,7,6,6,8,7,8,6,5,7,6,5,7,3,4,6,5,7,6,6,6,8,10,7,4,6,5,7,7,4,5,4,6
529,taylor,10,taylor_10,4,6.2631578947368425,38,7,8,6,8,7,8,6,6,7,8,5,7,3,2,5,4,6,4,5,4,6,5,7,6,6,6,8,7,8,5,6,6,7,9,6,9,8,7
530,taylor,109,taylor_109,4,6.2631578947368425,38,7,7,6,8,7,9,8,5,7,8,8,8,4,3,5,4,6,7,6,3,7,5,7,6,6,7,6,7,9,5,6,7,8,5,6,3,4,8
531,taylor,148,taylor_148,4,6.2631578947368425,38,7,8,6,8,7,8,7,5,6,8,7,8,4,6,7,5,5,4,5,5,6,5,8,6,7,7,7,7,7,5,6,7,7,6,2,4,8,7
532,taylor,22,taylor_22,3,6.2631578947368425,38,7,8,6,7,7,8,7,6,6,8,7,7,5,4,6,5,4,6,3,3,6,5,6,6,6,6,7,7,9,6,6,5,7,8,7,9,7,5
533,taylor,30,taylor_30,3,6.2631578947368425,38,7,8,6,7,8,8,7,6,8,9,7,8,4,3,6,5,7,5,7,3,6,4,7,6,6,6,8,7,9,8,6,7,7,5,4,3,4,6
534,taylor,54,taylor_54,4,6.2631578947368425,38,6,7,6,7,8,8,7,5,6,8,7,8,4,3,5,4,6,2,7,5,5,4,7,5,6,6,6,7,7,6,5,8,7,7,7,9,9,8
535,brueggemann,09,brueggemann_09,5,6.2368421052631575,38,7,8,6,8,7,8,6,7,8,8,5,8,5,4,6,5,6,7,4,3,8,5,6,6,6,6,7,4,9,6,7,5,6,6,8,5,4,7
536,brueggemann,109,brueggemann_109,6,6.2368421052631575,38,7,8,6,7,8,8,7,7,8,5,7,6,4,5,7,4,6,7,5,4,7,5,6,6,6,7,7,10,7,6,7,5,6,7,4,5,4,6
537,brueggemann,71,brueggemann_71,5,6.2368421052631575,38,5,8,6,6,7,7,6,7,8,5,6,6,5,4,5,6,4,4,6,3,7,4,5,6,6,6,7,7,9,5,6,6,7,8,8,9,8,9
538,brueggemann,77,brueggemann_77,6,6.2368421052631575,38,6,8,7,6,8,7,7,7,8,5,7,6,4,5,6,7,4,6,5,3,7,4,5,5,6,6,7,10,7,4,6,5,7,9,4,8,7,8
539,brueggemann,84,brueggemann_84,6,6.2368421052631575,38,7,8,6,7,8,8,5,6,7,8,5,7,4,5,6,7,6,5,3,4,7,5,7,6,6,6,8,10,6,5,6,6,7,6,8,5,4,7
540,brueggemann,85,brueggemann_85,5,6.2368421052631575,38,7,8,6,6,7,8,6,6,7,4,5,5,6,5,4,6,5,7,6,3,7,5,6,6,6,7,8,7,7,5,6,6,5,8,7,9,8,7
541,hervormd,11jan2026_41,hervormd_11jan2026_41,8,6.2368421052631575,38,6,7,5,6,5,4,6,5,5,7,6,7,5,4,7,5,6,4,5,7,6,8,7,6,7,7,6,7,7,4,5,7,6,9,7,9,8,9
542,keller,38,keller_38,9,6.2368421052631575,38,7,8,5,6,8,6,6,7,8,5,6,5,5,4,6,5,7,6,7,8,8,6,5,5,6,6,8,10,9,7,6,6,5,7,3,6,4,5
543,rutledge,188,rutledge_188,2,6.2368421052631575,38,7,8,6,7,8,7,7,6,7,8,6,8,4,5,6,5,7,6,5,3,7,5,8,6,6,7,7,7,9,8,6,5,7,5,4,3,4,7
544,rutledge,207,rutledge_207,2,6.2368421052631575,38,8,8,7,6,8,7,8,7,8,6,7,6,5,6,7,6,8,7,5,6,7,5,6,5,6,6,8,7,10,6,7,5,6,6,2,3,2,4
545,rutledge,324,rutledge_324,2,6.2368421052631575,38,7,8,6,7,8,6,6,7,8,6,5,6,4,5,6,7,6,5,8,7,7,5,6,6,6,6,8,4,10,7,7,5,6,7,4,5,4,6
546,rutledge,340,rutledge_340,2,6.2368421052631575,38,7,8,7,8,7,6,8,6,8,7,7,7,3,4,6,5,7,4,8,5,8,4,6,5,6,6,7,7,9,8,7,5,6,6,3,5,4,7
547,rutledge,50,rutledge_50,5,6.2368421052631575,38,7,8,5,6,7,6,7,6,8,5,7,5,4,5,6,4,6,3,5,5,8,4,7,6,6,6,6,7,9,6,7,5,6,9,6,9,8,7
548,taylor,146,taylor_146,4,6.2368421052631575,38,8,9,7,8,7,8,8,5,6,8,8,8,3,2,7,4,6,5,5,4,6,4,8,6,6,6,7,7,8,7,6,7,8,6,3,5,4,7
549,taylor,46,taylor_46,4,6.2368421052631575,38,6,8,7,7,8,9,8,5,7,8,7,7,4,3,6,4,5,5,6,7,6,4,6,6,6,6,7,7,8,5,6,6,7,6,8,5,4,7
550,taylor,48,taylor_48,4,6.2368421052631575,38,7,8,5,7,6,8,7,5,6,8,7,7,4,2,6,3,5,4,6,4,6,5,7,6,6,6,6,7,9,8,5,6,7,7,6,8,8,9
551,taylor,66,taylor_66,4,6.2368421052631575,38,7,8,6,7,6,8,7,5,6,8,7,7,5,4,5,6,6,4,7,3,6,4,6,6,6,6,7,7,9,5,6,6,7,6,5,8,7,8
552,taylor,88,taylor_88,8,6.2368421052631575,38,6,5,4,7,5,8,7,6,7,8,7,8,4,3,5,4,6,5,8,5,7,4,6,5,6,6,5,7,9,8,5,6,7,6,8,9,7,8
553,brueggemann,112,brueggemann_112,5,6.2105263157894735,38,7,8,6,6,8,7,6,7,8,5,6,5,5,4,5,6,6,3,6,4,7,4,5,6,6,6,7,7,9,7,6,5,5,8,6,9,8,7
554,brueggemann,145,brueggemann_145,5,6.2105263157894735,38,5,7,6,5,7,6,6,8,9,5,7,5,3,4,5,4,6,5,7,2,8,5,4,5,6,6,6,10,10,6,6,5,5,9,7,9,9,8
555,brueggemann,36,brueggemann_36,5,6.2105263157894735,38,8,8,6,7,8,7,6,7,8,6,6,6,4,5,4,6,5,3,5,4,7,5,7,6,6,6,6,7,7,5,6,6,5,8,6,7,8,9
556,brueggemann,58,brueggemann_58,6,6.2105263157894735,38,7,8,6,6,8,7,6,7,8,5,6,5,4,5,7,6,6,7,5,4,7,5,6,6,6,6,8,10,7,6,7,5,6,7,6,5,4,6
557,rutledge,138,rutledge_138,3,6.2105263157894735,38,7,8,7,8,7,8,7,6,8,7,6,7,6,5,6,7,6,7,6,4,7,5,7,6,6,6,8,7,10,8,7,5,6,5,1,2,3,4
558,rutledge,158,rutledge_158,6,6.2105263157894735,38,7,8,6,6,8,7,8,7,9,6,7,6,4,3,6,5,7,4,6,4,7,4,6,6,6,6,8,7,10,8,7,6,6,7,5,3,4,6
559,rutledge,193,rutledge_193,2,6.2105263157894735,38,6,8,6,7,8,7,7,6,8,9,6,8,4,6,5,6,7,4,6,3,8,4,7,5,6,6,6,7,10,8,6,6,7,5,4,3,4,7
560,rutledge,195,rutledge_195,2,6.2105263157894735,38,7,8,6,7,8,6,6,6,8,7,6,7,5,6,4,6,7,5,6,3,8,4,7,6,6,6,6,7,10,8,6,6,7,6,5,3,4,7
561,rutledge,196,rutledge_196,2,6.2105263157894735,38,7,8,6,7,8,6,7,6,8,8,6,8,5,6,4,5,7,4,6,3,7,4,8,6,6,6,7,10,10,7,6,6,5,5,4,3,4,7
562,rutledge,329,rutledge_329,3,6.2105263157894735,38,8,7,6,7,8,7,7,6,7,8,7,8,5,4,6,5,7,4,7,5,7,5,7,6,6,7,8,10,9,5,6,6,7,5,4,2,3,4
563,rutledge,83,rutledge_83,2,6.2105263157894735,38,7,8,5,7,8,6,8,7,9,6,8,6,4,5,6,5,6,4,5,4,8,4,7,5,6,6,8,7,10,8,8,6,7,5,4,3,4,6
564,solle,13,solle_13,4,6.2105263157894735,38,7,8,8,7,8,7,8,6,5,8,7,7,4,5,4,3,5,2,4,3,6,4,7,5,6,6,8,7,6,5,5,6,7,9,7,9,9,8
565,taylor,07,taylor_07,4,6.2105263157894735,38,7,8,6,7,8,8,6,7,8,8,6,8,5,3,4,5,6,2,4,3,5,4,7,6,5,6,6,7,7,5,6,7,7,7,8,7,8,9
566,taylor,100,taylor_100,4,6.2105263157894735,38,6,8,6,7,8,8,7,7,7,8,6,8,2,1,6,2,5,4,3,2,7,4,5,5,6,6,8,10,8,5,6,6,7,9,7,9,8,9
567,taylor,155,taylor_155,4,6.2105263157894735,38,6,7,5,7,6,8,7,5,7,9,6,8,5,4,5,6,4,3,7,4,7,4,5,5,6,6,6,7,9,5,6,6,7,6,8,9,8,7
568,taylor,159,taylor_159,4,6.2105263157894735,38,7,8,5,8,7,8,7,6,7,8,7,8,5,4,6,5,6,3,4,4,7,5,8,6,7,7,6,10,9,5,6,7,7,5,4,3,4,7
569,taylor,99,taylor_99,5,6.2105263157894735,38,5,8,4,6,7,8,6,7,8,8,7,8,2,3,6,4,5,6,5,4,8,4,5,5,6,6,7,7,6,8,7,5,6,9,6,9,8,7
570,augustine,02,augustine_02,2,6.184210526315789,38,6,8,5,7,8,7,6,7,9,8,5,8,6,5,4,7,7,8,6,8,7,5,6,5,6,6,8,10,7,7,8,5,6,5,2,1,2,4
571,brueggemann,132,brueggemann_132,5,6.184210526315789,38,6,8,7,6,8,7,6,7,8,5,6,6,5,4,4,6,5,3,5,3,7,4,5,5,6,6,7,7,9,7,6,6,5,9,7,9,8,7
572,brueggemann,139,brueggemann_139,6,6.184210526315789,38,7,8,6,7,6,8,5,6,7,8,5,7,4,3,5,6,5,6,4,3,6,5,7,6,6,7,8,10,9,4,6,5,5,8,5,9,7,6
573,brueggemann,32,brueggemann_32,5,6.184210526315789,38,6,8,5,6,7,8,6,7,8,5,6,6,5,6,4,7,5,6,4,4,8,4,5,6,6,6,7,7,8,4,6,5,5,9,6,9,8,7
574,brueggemann,47,brueggemann_47,6,6.184210526315789,38,7,8,6,7,8,8,5,7,8,6,5,6,6,7,5,6,5,7,6,4,7,4,5,5,6,6,8,10,7,6,7,5,6,7,4,6,4,5
575,hervormd,11jan2026_24,hervormd_11jan2026_24,6,6.184210526315789,38,5,7,6,6,7,6,7,6,7,6,7,6,6,7,4,5,6,3,6,8,7,4,5,6,6,6,7,10,8,5,6,6,5,6,5,7,8,7
576,rutledge,155,rutledge_155,2,6.184210526315789,38,8,8,6,8,7,7,6,7,8,6,5,6,4,5,6,5,7,4,7,3,8,4,7,6,6,6,6,7,10,8,7,6,6,6,5,3,4,7
577,rutledge,164,rutledge_164,6,6.184210526315789,38,5,8,7,6,7,6,7,7,8,5,7,6,4,3,6,5,7,4,6,3,7,4,6,5,6,6,8,10,10,8,7,5,6,8,4,5,6,7
578,rutledge,189,rutledge_189,2,6.184210526315789,38,6,8,6,7,8,7,7,6,7,8,6,8,4,5,6,5,7,6,6,3,8,4,7,6,6,6,6,7,9,8,7,6,6,5,4,3,4,7
579,rutledge,192,rutledge_192,2,6.184210526315789,38,7,8,6,7,8,6,7,6,7,8,7,8,4,5,6,5,7,4,6,3,7,4,8,6,6,6,7,7,9,8,6,6,7,5,4,3,4,7
580,rutledge,194,rutledge_194,2,6.184210526315789,38,7,8,6,7,8,6,7,6,8,7,6,7,5,6,4,5,7,6,6,4,8,4,7,6,6,6,6,7,9,8,7,6,6,5,4,3,4,7
581,rutledge,272,rutledge_272,5,6.184210526315789,38,6,7,5,6,7,6,7,8,9,5,7,6,5,6,7,4,6,7,8,5,8,4,6,5,6,6,7,7,9,6,7,5,6,7,4,5,4,6
582,rutledge,365,rutledge_365,5,6.184210526315789,38,6,5,7,6,8,7,6,7,8,5,6,5,6,5,3,4,6,4,8,2,8,3,4,4,5,5,6,10,10,5,7,6,6,9,7,9,9,8
583,rutledge,60,rutledge_60,2,6.184210526315789,38,7,8,6,8,7,6,7,7,8,5,6,6,4,5,7,6,6,7,5,5,7,5,8,6,6,7,7,7,9,6,7,5,6,7,4,3,4,5
584,taylor,122,taylor_122,4,6.184210526315789,38,6,7,5,7,6,8,8,5,6,9,8,8,3,2,5,4,4,6,4,5,6,5,6,6,7,7,7,7,6,4,5,7,8,6,9,8,7,8
585,taylor,137,taylor_137,4,6.184210526315789,38,7,8,5,7,6,8,8,6,6,8,8,7,3,2,6,4,5,4,5,3,6,5,7,6,6,6,6,7,5,5,6,6,7,9,8,9,8,7
586,taylor,150,taylor_150,3,6.184210526315789,38,6,7,5,7,6,8,8,5,6,8,8,7,5,4,6,5,7,6,7,4,7,5,7,6,6,6,6,7,9,7,6,6,7,5,6,3,4,7
587,taylor,164,taylor_164,4,6.184210526315789,38,7,7,6,8,7,9,7,5,7,8,6,8,3,4,5,4,6,3,7,7,8,6,7,6,7,7,5,7,9,6,6,7,5,5,7,3,4,6
588,taylor,37,taylor_37,4,6.184210526315789,38,7,6,5,7,6,8,7,6,7,8,6,8,4,3,5,4,6,2,6,4,7,4,7,5,6,6,6,7,9,8,6,6,7,6,8,7,8,7
589,brueggemann,108,brueggemann_108,5,6.157894736842105,38,6,7,6,6,7,8,6,7,8,6,5,6,3,4,5,4,6,2,5,3,8,5,6,6,6,6,7,10,9,5,6,6,5,9,6,9,8,7
590,brueggemann,152,brueggemann_152,5,6.157894736842105,38,6,8,5,6,7,7,6,7,8,5,6,5,4,5,6,5,6,5,6,3,8,5,6,6,6,6,7,10,8,7,6,5,5,8,5,7,6,7
591,brueggemann,174,brueggemann_174,6,6.157894736842105,38,6,8,7,7,8,8,7,7,8,5,7,6,4,6,5,5,6,4,7,4,8,5,6,5,6,6,7,10,6,6,7,5,6,7,4,5,4,6
592,hervormd,11jan2026_14,hervormd_11jan2026_14,2,6.157894736842105,38,7,8,6,6,7,5,7,5,7,6,7,6,6,5,4,6,7,5,7,5,7,4,5,5,6,6,6,7,9,7,6,6,5,6,5,7,8,7
593,hervormd,11jan2026_31,hervormd_11jan2026_31,8,6.157894736842105,38,7,6,5,7,5,6,7,6,7,8,7,7,6,5,4,6,7,7,6,8,6,4,7,5,6,6,6,7,9,6,6,5,7,5,7,5,4,6
594,rutledge,101,rutledge_101,5,6.157894736842105,38,6,7,5,5,7,5,6,7,9,5,7,5,3,4,5,4,6,4,7,5,8,4,5,5,6,6,7,7,9,8,7,5,6,9,6,9,8,7
595,rutledge,103,rutledge_103,5,6.157894736842105,38,5,7,6,6,8,6,7,6,8,5,7,5,3,4,5,4,6,6,7,2,7,4,6,6,6,6,7,7,10,7,7,5,6,8,7,9,6,7
596,rutledge,148,rutledge_148,2,6.157894736842105,38,8,8,6,7,8,7,6,6,8,7,5,7,4,5,6,4,7,5,7,3,8,4,6,6,5,6,7,7,10,8,7,5,6,6,5,3,4,7
597,rutledge,149,rutledge_149,2,6.157894736842105,38,7,8,7,7,8,6,7,6,8,7,6,7,3,5,6,4,7,6,7,4,8,4,7,6,6,6,6,7,10,8,7,5,6,5,4,3,4,6
598,rutledge,181,rutledge_181,2,6.157894736842105,38,6,8,6,7,8,7,7,6,7,8,6,8,5,4,6,5,7,6,6,3,8,4,7,5,6,6,6,7,9,6,6,7,5,6,4,5,4,7
599,rutledge,205,rutledge_205,6,6.157894736842105,38,7,8,6,6,8,7,8,7,8,6,7,6,4,5,7,6,6,7,8,5,7,4,6,5,6,6,8,10,10,7,7,5,6,5,1,2,3,4
600,rutledge,271,rutledge_271,5,6.157894736842105,38,6,8,5,7,8,6,6,7,8,5,6,5,4,6,5,4,6,5,7,3,8,5,6,6,6,6,7,10,9,6,7,5,6,8,5,6,4,7
601,rutledge,304,rutledge_304,3,6.157894736842105,38,7,8,5,6,7,6,8,6,7,8,8,7,4,3,6,5,5,6,7,4,8,6,7,6,7,7,6,7,10,7,7,5,6,5,4,3,4,6
602,rutledge,344,rutledge_344,2,6.157894736842105,38,6,7,5,6,8,7,8,7,9,6,8,6,3,5,4,6,7,5,8,4,8,4,5,5,6,6,7,10,10,8,7,7,6,5,2,3,4,6
603,rutledge,98,rutledge_98,5,6.157894736842105,38,6,8,5,7,8,6,6,8,9,4,6,5,4,6,3,4,6,5,7,8,8,3,4,4,5,5,6,7,9,6,8,4,5,9,6,9,8,7
604,taylor,97,taylor_97,4,6.157894736842105,38,7,8,6,8,7,8,7,6,7,9,8,8,3,2,5,4,6,5,6,5,6,5,7,6,6,7,8,7,7,5,6,6,7,6,4,5,4,7
605,brueggemann,138,brueggemann_138,4,6.131578947368421,38,7,8,8,7,7,8,5,6,6,7,5,7,3,4,5,6,4,2,5,3,6,4,7,6,6,7,8,7,9,4,6,6,5,9,6,9,8,7
606,brueggemann,162,brueggemann_162,5,6.131578947368421,38,8,8,7,7,8,7,5,8,8,5,6,6,6,5,7,4,5,7,3,4,7,5,6,6,6,6,8,7,6,6,7,5,6,7,3,8,4,6
607,brueggemann,181,brueggemann_181,4,6.131578947368421,38,6,8,7,6,8,7,8,5,6,8,7,7,3,2,4,5,3,2,4,3,7,4,7,5,6,6,6,10,8,4,6,5,7,9,8,9,9,8
608,brueggemann,25,brueggemann_25,6,6.131578947368421,38,6,8,7,7,8,7,6,7,8,5,6,6,7,5,6,7,4,5,4,3,6,7,7,6,7,7,8,10,7,6,7,5,6,6,5,4,3,4
609,brueggemann,98,brueggemann_98,5,6.131578947368421,38,5,7,5,7,6,7,5,7,8,6,5,6,4,5,3,4,5,2,6,2,8,4,6,6,6,6,5,10,9,8,7,6,6,7,8,9,9,8
610,rutledge,147,rutledge_147,2,6.131578947368421,38,8,8,6,8,7,7,5,7,8,6,5,6,4,6,5,4,7,5,7,3,8,4,6,6,6,6,7,7,10,8,7,5,6,6,5,3,4,7
611,rutledge,151,rutledge_151,2,6.131578947368421,38,7,8,6,7,6,6,7,7,8,5,6,6,4,6,7,5,7,6,8,3,8,4,7,6,6,6,6,7,10,8,7,5,6,5,4,3,4,6
612,rutledge,154,rutledge_154,2,6.131578947368421,38,7,8,7,8,7,6,7,7,8,6,7,6,4,5,6,5,7,4,7,3,8,4,7,6,6,6,6,7,10,8,7,5,6,5,4,3,4,6
613,rutledge,157,rutledge_157,2,6.131578947368421,38,6,8,7,7,8,7,6,7,8,8,6,8,4,5,7,5,6,4,7,3,8,4,6,5,6,6,7,7,9,8,7,5,6,5,4,3,4,6
614,rutledge,177,rutledge_177,2,6.131578947368421,38,6,8,7,7,8,7,6,7,8,8,6,8,5,4,6,5,7,4,6,3,8,4,7,5,6,6,6,7,9,7,6,6,5,5,6,3,4,7
615,rutledge,179,rutledge_179,2,6.131578947368421,38,6,8,7,7,8,6,6,6,8,8,6,8,5,4,6,5,7,6,5,4,8,4,7,5,6,6,6,7,9,7,6,6,5,6,5,3,4,7
616,rutledge,182,rutledge_182,2,6.131578947368421,38,6,7,5,7,8,6,6,6,8,7,5,7,6,4,5,7,8,6,5,3,8,4,7,6,6,6,6,7,9,8,6,6,7,5,6,3,4,7
617,rutledge,187,rutledge_187,2,6.131578947368421,38,6,8,6,7,8,7,6,6,8,7,5,7,5,4,6,5,7,4,6,3,7,4,8,5,6,6,7,7,10,8,6,6,7,6,5,3,4,7
618,rutledge,200,rutledge_200,2,6.131578947368421,38,8,7,6,7,8,7,7,6,8,8,6,8,5,6,4,5,7,6,6,4,8,4,7,6,6,6,6,7,10,7,6,6,7,4,4,2,3,5
619,rutledge,303,rutledge_303,6,6.131578947368421,38,7,8,5,6,7,6,8,6,8,7,8,7,4,3,5,4,5,4,7,3,8,7,7,6,7,7,6,7,10,6,7,5,6,5,4,6,4,7
620,rutledge,322,rutledge_322,3,6.131578947368421,38,8,8,7,7,8,6,7,6,8,7,6,7,5,4,7,6,6,7,7,5,6,5,7,6,6,7,8,7,10,5,7,6,6,5,1,2,3,4
621,rutledge,345,rutledge_345,2,6.131578947368421,38,7,8,5,7,8,6,6,7,8,6,5,6,3,4,6,5,7,6,8,5,8,5,6,5,6,6,7,10,9,7,8,5,6,7,2,3,4,6
622,rutledge,94,rutledge_94,2,6.131578947368421,38,6,7,6,7,8,6,6,8,9,5,6,5,3,5,4,4,7,6,8,9,8,4,4,4,5,5,7,10,10,7,8,6,5,7,5,3,4,6
623,taylor,110,taylor_110,4,6.131578947368421,38,7,8,6,7,8,8,8,6,6,8,7,8,4,3,5,4,5,3,4,4,6,4,7,5,5,6,6,7,7,5,5,6,7,6,8,9,7,8
624,taylor,117,taylor_117,8,6.131578947368421,38,6,7,5,7,6,8,8,5,6,8,8,7,5,6,4,5,6,3,7,5,6,5,7,6,6,7,8,7,9,6,6,5,7,5,4,6,4,7
625,taylor,19,taylor_19,4,6.131578947368421,38,6,7,5,7,6,8,6,6,7,8,6,8,3,2,5,4,6,4,6,3,7,4,7,6,6,6,6,7,8,6,6,7,5,6,9,9,7,8
626,taylor,23,taylor_23,4,6.131578947368421,38,7,7,6,8,7,8,7,6,7,9,6,8,4,2,6,3,7,5,6,3,7,4,7,6,6,6,6,7,9,5,6,6,7,5,7,4,6,7
627,taylor,45,taylor_45,8,6.131578947368421,38,7,7,5,7,6,8,7,6,7,8,7,8,5,4,6,5,7,4,7,5,6,5,7,6,6,7,8,7,7,5,6,8,7,5,4,3,4,6
628,taylor,70,taylor_70,3,6.131578947368421,38,7,8,6,7,8,9,7,5,6,8,7,8,5,4,7,6,6,5,5,5,5,6,7,5,6,6,6,10,6,6,6,7,8,4,6,2,3,5
629,taylor,77,taylor_77,3,6.131578947368421,38,7,8,6,8,7,8,7,6,7,9,7,8,6,5,4,4,6,5,7,4,7,5,8,6,7,7,6,10,8,4,6,5,7,4,5,2,3,4
630,brueggemann,06,brueggemann_06,3,6.105263157894737,38,6,8,6,7,8,8,7,7,7,8,7,8,4,5,7,6,5,6,4,4,7,5,6,5,6,6,8,7,8,6,6,5,7,5,4,3,4,6
631,brueggemann,135,brueggemann_135,5,6.105263157894737,38,6,8,5,6,7,7,6,7,8,4,6,5,3,4,6,5,6,5,5,3,8,5,4,5,6,5,7,10,8,6,7,6,5,9,5,9,8,7
632,hervormd,11jan2026_20,hervormd_11jan2026_20,8,6.105263157894737,38,6,7,5,5,6,5,7,5,6,7,8,6,4,3,5,6,6,2,7,4,7,5,7,6,6,6,6,7,9,7,6,6,7,7,6,7,8,9
